Trip_ID,Taxi_ID,Trip_Start_Timestamp,Trip_End_Timestamp,Trip_Seconds,Trip_Miles,Pickup_Censu_Tract,Dropoff_Census_Tract,Pickup_Community_Area,Dropoff_Community_Area,Fare,Tips,Tolls,Extras,Trip_Total,Payment_Type,Company,Pickup_Centroid_Latitude,Pickup_Centroid_Longitude,Pickup_Centroid_Location,Dropoff_Centroid_Latitude,Dropoff_Centroid_Longitude,Dropoff_Centroid_Location
62cd6c126e51b6dfafb06f203bad4a5b9d562609,0ec47f4701f91d7ec5be91fc7b7e4a05e3bf591444ca4fc68aff4cb986b52abd2a7936c0565f3f1ec5d3782a34ec94e8b7afc14896a42497b2814d01f208a608,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,903,2.49,,,8,8,10.50,0.00,0.00,0.00,10.50,Prcard,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
c467ce4012447801486ec72ceca01d2dc09f4341,32e7d9c3c319d691d5719786a73f4c406fb5b5a68ac70c728ab4d8f5b6aa009f0091dc20eae1d583575af0f280d029eb96d9a49a5cb3f5fdb1c9ceaf34aa277e,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,180,0,,,24,7,11.25,0.00,0.00,0.00,11.25,Cash,Taxi Affiliation Services,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
cddbe510b42483db454bca5747b592f377e8b58c,ca02e7fc918d4841d7888e2b6acb048652209bb7adf5128fb7d79cb4ced0cd92919b0d54e668678c3e1c1b4536e3b2427316525ab2a4edefcb4905181af71fdb,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1500,17.2,,,76,8,42.75,9.65,0.00,5.00,57.40,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
ae39c4467162ea5c8ff49a6c2f9da1b3adf07de4,2ac1345b1d51e156d379f3d68fbce527f896642a8464164299cd9511dcf73aabd4852709c0a32b4182e4b1f3a0917c09fc088b1fdbe2c06fa01ccd02f6a84fa3,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1380,14,,,56,41,35.25,10.15,0.00,5.00,50.40,Credit Card,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.794090253,-87.592310855,POINT (-87.592310855 41.794090253)
fb9913c9681d3d4378ab6d71ba2cde99a126df1e,3835dded237bfc6b12d2181ec37148bd8385590f81597f643e6775df78ed87f2624ed43201cf94fdccdad7080da7a78290ff20e3c218834cc073389ebb82fb3c,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1167,13.93,,,8,44,29.69,6.84,0.00,0.00,36.53,Mobile,Blue Ribbon Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.740205756,-87.615969523,POINT (-87.6159695226 41.7402057565)
4d69deca298bbbbe7719fab7227492da210afbdb,a39edfa6e2ec6209ece046221d25bdb4c4fee327de239ab3ba59ccf24f5c0fa3ae1d2eae70dca967a16209a8c676b71e685759e76214095b11b8896f4080e607,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1157,11.64,,,76,,30.00,5.50,0.00,24.00,60.00,Credit Card,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
4b47025cf64d8fe9951e0cf63e1eb6f2d79ec350,da6780f1544c235ad2b71e14522482347d180a08ba4622b6c6e5e003d3edecd3c00aa0da34874e73d207677cfa93c6181e987addccb0f0b681efca2562cd17af,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,420,0.1,,,32,33,7.75,2.00,0.00,0.00,9.75,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
e73c5525333d0cf432f526f27a8827cf5fec3f94,821fbe209557c784dcfc8435cd37ca5777c46f71219dac57af753806c6e6ff3ce3f4b9aff73b0b73672a33f75f115a8b913ac86d99e4a6f26b3cfc4a6ddfb065,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1340,13.02,,,56,29,33.50,0.00,0.00,4.00,37.50,Cash,City Service,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.860190019,-87.7172201,POINT (-87.7172201 41.8601900192)
e69e69c81441d3c1457860bd9e42e2c228992c7d,9e402f28d4da35014d6f3171cf85336476cebfccf7904890ade2c60e59cbea30c5c169ee75b6d7e764d25d327b9c047a014c01673b61a9069d6bb6f7e023fe9c,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,0,0,,,,,28.75,0.00,0.00,4.50,33.25,Cash,Chicago Independents,,,,,,
e79e6f7a30f20f76e393213bcd99b283634a56ac,29f0036be86a5830f9f045527766d16967c8330b9da28e178dfacc7c17216759f3997e00ac43333ce6a3c2811dd3e0c7a08e219439a79cd1d2b19d13af9b790c,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,420,1.5,,,8,28,7.50,0.00,0.00,0.00,7.50,Cash,Chicago City Taxi Association,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
2f4727f1b325aae599d9f448f3a665311a22ed69,a10539d2dd36e2367b15e1724fab054677f286a13b262d09fad85388bfc94dc70bbdb6442f0b88bf88180a26df1f54874490781f7f8e1dcd9586eedddf5cd36f,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,455,1.88,,,8,8,9.00,2.24,0.00,0.00,11.24,Mobile,City Service,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
e936896819f9ae670eab643ed8c4a03afa223459,8b43f4a681efdaeb470b8570f8f98c822c7ba15a0f740a23f0daad0c5f3987cab4c12b3df5360160575f4580b037a75de9bed0a706ac9b36d0dbdcb57f8ed3fb,03/01/2024 12:00:00 AM,03/01/2024 12:30:00 AM,1639,12.53,,,76,4,32.75,7.45,0.00,4.00,44.70,Mobile,Globe Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433)
79a56f8a275750d74c8f7bc05960ae5a66b42730,df1047690171041466915ee430950774c52ce26e7bbdec75ec2c401514190bd531a130002c63161d5401ab50cd3427b28c0625badf0e48d1687b05477f4dc00f,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1175,15.63,,,76,28,38.50,8.60,0.00,4.00,51.60,Credit Card,Flash Cab,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
6b56431cc2763c45f8a859556d413f48bb261a66,356744753023949fa63be6a6d7e0aef31f2d50dd3b0258449c6b8b6d277765da6955b1ef88c72ca79a9db0d3c20b162fce7cd9ec113b49da61c12c2c546915d4,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,637,7.37,,,51,75,20.25,0.00,0.00,0.00,20.25,Prcard,Flash Cab,41.690633347,-87.570058269,POINT (-87.5700582686 41.6906333472),41.689729914,-87.669054403,POINT (-87.6690544032 41.6897299145)
fd11b233b06a0e0df6484237cde48d3a013d683b,a030e6189cee598b516978caa72ad33839a0bccece8353bc7d4fe68dcf1c8cd653436d78ed9c0f33d6071c9c036a291371b5c6ea7212588c1dcfb34fc39bc02d,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1472,16.38,,,76,24,40.50,8.00,0.00,4.00,53.00,Credit Card,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
37dc858f9f40b94ae51fe65b0b129720fcefa251,f7684402b7b01a62af891e65189e28fb61890f2ef5922b1d3d411329c1c7052673b1f781dda89f2fdcfa99aac10a3e65075093505297afef46c96a138bd3e502,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,0,0,17031980000,,76,,9.25,0.00,0.00,4.50,13.75,Cash,Taxi Affiliation Services,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),,,
a2339b10b9cea9049829e7aa49b556551bd5a043,f5b5de5c0c42601f6878d82eeb1984d06c977aab60cb0d5b8d43bda03e10446f74011ce03de186ce73ffce10190ee946e0038ab34f1e134adddf264dfa810bbd,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1080,0.8,,,76,24,33.00,7.90,0.00,6.00,46.90,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
af7b8005c3952793307783630e344ff9896b887c,15ebaceb1f5e522414ecc2fb3af8775a525ccbb8427e69e5d58364f166a9f2bb11ad29b537e2363c505dec29d069e10ea10d6e836077ce25883c5d8fa0dad189,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,692,4.64,,,8,22,14.50,3.00,0.00,0.00,18.00,Credit Card,5 Star Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
c9a333bf83a520698f885a938def62cfdfb97147,aee6a1f2577e5f670e300733aca9b27ad8fecd22425d14f9188733f612d6380edc507e2a0a3c1e6e198d356994d9e4b504f0656079367ec171433fe1df9751df,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,758,6.49,,,76,76,25.00,0.00,0.00,0.00,25.00,Cash,Taxicab Insurance Agency Llc,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146)
670c12f6ace17643b11d844e26454df0af61a168,791c36425d43d0153e2b79de132fc28ba08741645c41aa2c3799d0f28c8f1466082848c3cee0f64b2a89dcd4259b1290810ba964af8be137846595ab23bdbf0d,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1150,8.56,,,32,14,24.00,4.90,0.00,0.00,29.40,Credit Card,Sun Taxi,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.968069,-87.721559063,POINT (-87.7215590627 41.968069)
40e1cc171650fe22fd7b8ea2eadd58021785745d,7460d7f323c633150b08d9fb110001eb3189c31e74a91504162218e65769e070fb4ccb70ebccfbd7d66034a34e94f2826b0adaedb80a4a15f23353588c0bd5bf,03/01/2024 12:00:00 AM,03/01/2024 12:30:00 AM,1740,0.9,,,76,6,38.50,0.00,0.00,5.00,43.50,Cash,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
f35fb83453ff7e93124534c736d382b824d20444,511d5a90fddd5d591ca80c1c2969c190f8ad2997c0b6e9d1776a3864f2536814f53b603888e6ca6fa11e0e8625b02db335ef976a9a36e8d35b7d714e38e55bef,03/01/2024 12:00:00 AM,03/01/2024 12:30:00 AM,1617,7.72,,,22,2,23.50,0.00,0.00,0.00,23.50,Prcard,Flash Cab,41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205),42.001571027,-87.695012589,POINT (-87.6950125892 42.001571027)
3d0c3d02693225c4d7999ab55bbdfb26d1cbeb3a,4ba3690e7f7bde263c96de93e97af2af2545f6d16f06b7ebb4ebdf2e0808e40a2eb225589935ec91db11ccc6f33538288b54e4d28443a08396d8ab9288f047d7,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,1060,9.7,,,56,,30.00,0.00,0.00,0.00,30.00,Cash,Flash Cab,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),,,
dbb9793017eb1afb80e6ebbaf3579405e03b8a60,137d4f780c3823fdc5f26cec160a8c9f8eb952f769c5bc70d0bc747b3eda1d77f6c5df60f9caccccfecc6ded275a85c2cb5afcf4994f42473c445e8ef4a71e35,03/01/2024 12:00:00 AM,03/01/2024 12:30:00 AM,2043,10.37,,,24,6,30.25,0.00,0.00,0.00,30.25,Prcard,Flash Cab,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014)
bb41ef337efc3ca589f8977850c6b53ee71492f2,8e7bc3f66f8ce2c496e560d9d79d6851f1a2d7e6f8a88ae2db2dc0be6eb423071c85816494628dbc7281d842b00774db9c0114d8fe56955ec62ec74dfd97fd38,03/01/2024 12:00:00 AM,03/01/2024 12:30:00 AM,1440,12.7,,,56,32,33.25,11.60,0.00,5.00,49.85,Credit Card,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
9a80291b51d03686f4324c9327ffe10c650add11,a0144e27e6b11720292c08c38cc696f14e6254bbbad9719b78f017a6b01f99447cb485124377fdcc851e412403e14575490b637104cf6f1bf65858571a8e1e9f,03/01/2024 12:00:00 AM,03/01/2024 12:30:00 AM,1860,0,,,76,3,34.75,8.95,0.00,4.00,47.70,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
f45a44858bb56bc8bda861875fba781d03fa39d8,e5d37daef01a6f52e47d06cab1590918df8f15f86e90637d9d880fd21992652993bf8f1b41f04cf8db9adf1208c05488b57c7fa4633c02ef846371d951eabb57,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,960,10.5,,,76,,27.25,0.00,0.00,6.00,33.25,Cash,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
7f9b891465285909d67fc231e3b6385b4cd4e421,01480513a7f6f4664d6cc4c41ff3043ae6ecbc8cb17404f45de6db711747adf72cf309207bcde58413778d568f67a548640421aedac9a6f961b6919b6e662e8f,03/01/2024 12:00:00 AM,03/01/2024 12:15:00 AM,930,9.19,,,56,33,24.25,7.19,0.00,4.00,35.94,Credit Card,Blue Ribbon Taxi Association,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585)
fdee4dface509387491729d4ced7f2529487ba36,b16774f4cc26db3c0bb6beb35343dd596516566be79316f2128746068e6c97104a3cac8b05f20700cfaf82b3d1c3dd3d8e7da53ee78fe8ca9f23d70aeb4c0a92,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,526,0.06,,,8,8,6.00,0.00,0.00,0.00,6.00,Cash,5 Star Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
60ee4f36a78ca1fc62729416a89564e3019d0a48,5cfef538e74c1d5c6ec2a94ce6417fc3bcc0fe6dcb1ed25cc949f1b643f169859b98214af505b87fdb504896d507c13a2895f58e3a48edaec2088d6dbfbf98a5,02/29/2024 11:45:00 PM,03/01/2024 12:15:00 AM,1643,12.91,,,76,,34.00,0.00,0.00,4.00,38.00,Cash,Sun Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),,,
edcc84164819a8b9e80253ae884080aac508c477,a3bc50ed4e7b5de8e74d56919ae6e14b91e33c63c6c7d9632165c99dd1781507f170419466c56588531ed4788c84cabc34a62efd4834750e7ae2753c3667fc1d,02/29/2024 11:45:00 PM,02/29/2024 11:45:00 PM,6,0,,,8,8,8.00,2.00,0.00,0.00,10.50,Credit Card,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
54cc446bd337e9b94613d7e6bac15a0336feb08b,6c87f1d023a9d7146ae81b6aa4648bf98cec52cceb9f0854f80a246c81d94ffae05dd954ea58f3a3e82f2bc4793dc9cd826a6c3fdd5af3640dae2c2fe06e387e,02/29/2024 11:45:00 PM,03/01/2024 12:15:00 AM,1500,9.5,,,32,4,26.75,7.05,0.00,1.00,34.80,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433)
649862631660ced152a7f118c4028f7f08297597,4001d6fc76fe3a71893de1de252a2dc07252f72e7869580755891b07b9725dda84847dbb0cd96eba5d66194f6fa232c7de105592c5e13e107dc32ced89edd1b4,02/29/2024 11:45:00 PM,03/01/2024 12:00:00 AM,1378,10.1,,,28,3,26.75,5.45,0.00,0.00,32.70,Credit Card,Sun Taxi,41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
352def77e848700abac8f74f3ad7d960dc4f6cf8,175a4c9a16e22bfd2fee721e6cdfdc85dfde21cccb1fdcf514631f3719704bad1c82db8ff3320b8e305e11116bc8932a220910da15c991926772cca793bafd5c,02/29/2024 11:45:00 PM,03/01/2024 12:00:00 AM,791,3.54,,,77,,12.00,10.00,0.00,0.00,22.00,Mobile,Sun Taxi,41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),,,
ed4ffc7c91d92591f2950759b56b47ae69a5302d,6f004629887a8286501ba6043f9130a2aaaaa3b560fbad561225e0f5be344c26aaad37a9cc2bf03b2906648b0827461465117e8171488bd896a490e787e798cc,02/29/2024 11:45:00 PM,02/29/2024 11:45:00 PM,0,0,17031980100,,56,,3.25,0.00,0.00,2.00,5.25,Cash,Chicago City Taxi Association,41.785998518,-87.750934289,POINT (-87.7509342894 41.785998518),,,
90e1ec9d81b2352430f659d4901cef70900bc533,d79d3e19a1d5f6cb0cd4449d5579412262a2f1b182799d84c7d713a3f94407a121a9000223cae430e4d4b55a23b94d61d064c5c17d1f6bcf227e9df554921b77,02/29/2024 11:45:00 PM,02/29/2024 11:45:00 PM,13,0,,,8,8,3.25,0.00,0.00,0.00,3.25,Cash,5 Star Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111)
c206bf96f691d1976b490994616b54340a658030,9b48ad5744e86450fb4db78e7095a6827bafc43a6a9d9a8f656aac46cc0e429d129471cdad31f8a5a97b3a45c8af5fcbc80d003c1c4839075733900786e1a5a9,02/29/2024 11:45:00 PM,03/01/2024 12:00:00 AM,575,3.73,,,7,32,15.19,3.55,0.00,0.00,18.74,Mobile,Sun Taxi,41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841)
69a2508638dad5932890eb3fd7de44e353621399,8b14b1329b11561a614d568ad4e470a1a9b7ea5dccce54e04f57a712726fab4f167e3a6454af62e9a59595a7e6c79f7535e0d5d1c03a6825185b5eae1a9f6ee1,02/29/2024 11:45:00 PM,03/01/2024 12:00:00 AM,1260,13.4,,,56,22,35.00,9.85,0.00,4.00,48.85,Credit Card,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.92276062,-87.699155343,POINT (-87.6991553432 41.9227606205)
b7de0cf82e2f87f011f12f0177e0b422bdd38235,624a6a680c34b514659e430a8c859b763e61c2cd9f0e2f076fe0b2bc6157670cf884a9fb4dca2bd996ba2ae7315f9527cb1fd3fda8e0ab7641f247bb3dfb560e,02/29/2024 11:45:00 PM,03/01/2024 12:15:00 AM,1470,19.2,,,76,28,47.00,10.30,0.00,4.00,61.80,Credit Card,Chicago Independents,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383)
8bc64980fdfbfcb88dd39184fb0a079e284267ff,897810ef0d64d2a9bd73c7c707459a14646e3e20478e13bc3985a7ae3b14076906876d1c234b6420eaeb82190818e53c7543ee3011ad3af41217d8d49f159672,02/29/2024 11:45:00 PM,03/01/2024 12:15:00 AM,1800,13.7,,,76,3,35.75,0.00,0.00,5.00,40.75,Credit Card,Taxi Affiliation Services,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.96581197,-87.655878786,POINT (-87.6558787862 41.96581197)
c12676583c2ea8702dc97699d57542798d3420ff,ff650cbcf1ba62caac94578e2e96316c742818a3bcf4acb914b5b8828d4dfbf089aaee446059bfc6417af9ad9b898895d23781404456d3352afd9c5a71fea0a3,02/29/2024 11:45:00 PM,02/29/2024 11:45:00 PM,2,0,17031060900,17031060900,6,6,40.00,0.00,0.00,0.00,40.50,Credit Card,Flash Cab,41.949829346,-87.64396537,POINT (-87.6439653703 41.949829346),41.949829346,-87.64396537,POINT (-87.6439653703 41.949829346)
64142472b5705aea21daecaaee04860050b1ee59,ff60dabe17243a25435dcaf430a8b31615374bfc6be8416ff770306b39478cf34a5adedd497213f79bc39863f1048b62a3b7ceb4623d226104e44e82fae2438f,02/29/2024 11:45:00 PM,02/29/2024 11:45:00 PM,193,0.85,,,8,7,5.25,0.00,0.00,0.00,5.25,Cash,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843)
ba56b06073a99658c57d3fc3c975329d3fa3db18,d5dc4a704805faed89d18144387c3f5f9150df85c6ea5d15f988362001bac1e33fb467a0d76feab795533fbaffe2c25d7b3143001877fdc143f4ff3e24ae29aa,02/29/2024 11:45:00 PM,02/29/2024 11:45:00 PM,12,0,17031980000,17031980000,76,76,3.25,0.00,0.00,0.00,3.25,Cash,Sun Taxi,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201)
8bdab0cde06abc184b16a2167dcee2243ae0ae79,4a20ebb023f07066c94f8aa64453ff9991c21ed10791ed9d42c9fff7e45a08d19889082195ef3628673a8c118f26c30ba2c09d456a95bfe5c03dc2d13ffa4ae2,02/29/2024 11:45:00 PM,02/29/2024 11:45:00 PM,9,0,,,24,24,18.00,3.70,0.00,0.00,22.20,Credit Card,5 Star Taxi,41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941),41.901206994,-87.676355989,POINT (-87.6763559892 41.9012069941)
